name,train_station
Loriland,0
Joshuachester,0
Kristinahaven,0
South Robertshire,0
Harveyborough,0
Morrisborough,1
Martinchester,0
Port Sarahport,1
Lake Jillianbury,0
South Reginaland,0
New Christineburgh,1
Port Sarahfurt,1
South Miguel,0
Garzastad,0
Zacharyton,0
Mirandamouth,1
South Austinmouth,0
Jonathanhaven,1
Sanchezmouth,0
East Michaelfort,1
Murrayside,0
Robertofort,1
East Maryside,1
South Nancy,1
North Donald,0
New Amybury,1
North Brandonfurt,0
Zamoraberg,0
North Wendyberg,0
Gravesberg,1
Bonnieburgh,1
New Claire,0
Gillespieburgh,0
North Todd,0
North Jose,1
Pageport,1
Elainechester,1
West Aaron,1
North Sarahstad,0
Kristyhaven,0
East Judith,0
Haysfort,0
South Craigport,1
West Laurie,1
New Michaelahaven,0
West Karla,0
West Carmen,0
Moorefort,0
East Joy,1
Lake Tammyport,0
New Kathryn,0
West Jillmouth,1
Lake Aarontown,0
Christianhaven,1
Lake Jeremychester,1
Martinezside,0
Fernandezside,0
Careyport,1
West Jermainechester,0
East Nicolefurt,0
West Laurentown,1
South Caleb,1
Newtonshire,1
Cherylborough,1
East Sherylside,0
Port Amandaton,1
Juareztown,0
Laneburgh,1
Lake Sierrafurt,1
New Audreyside,1
Nicoleview,0
Fieldsfort,1
Lake Alanborough,0
Simpsonside,1
Brittanyshire,1
Webbhaven,0
South Stacy,0
Adamshaven,0
Lake Ronaldmouth,1
New Thomasmouth,1
Jenniferborough,1
West Adambury,1
Larsenchester,0
Carolynbury,1
Shawntown,1
New Kendra,1
Lake Shannon,0
Port Jamesport,0
Rachelchester,0
Morrisport,1
Kylebury,1
Sarahborough,0
East Leroy,0
Vargasland,1
South Toddmouth,1
West Loriborough,1
East Theodoreview,1
Lake Stephaniemouth,0
Dunnbury,0
Colleenport,0
New Crystalton,0
Lake Brandonchester,0
Lake Marialand,1
South Christineside,1
Munozmouth,1
Leonshire,1
Barberberg,1
East Matthew,0
Boydhaven,1
Finleymouth,0
Sandovalfort,1
West Joshuastad,1
Port Theodoreberg,0
Brittanyhaven,1
Jennifershire,1
Gomezhaven,1
New Lauraland,0
Port Charlesville,1
West Brendahaven,0
South Derrickside,1
Elliottville,0
South Jessicamouth,0
Mcclainport,0
Lake Seanmouth,1
West Briana,0
Gutierrezhaven,0
Shahtown,1
South Erikachester,0
Andrewburgh,1
East Isaacstad,1
New Richardfort,0
New Johnnyshire,0
East Derrickchester,1
Richardsonfort,1
South Davidshire,1
South Stephenview,1
East Tylerview,1
West April,0
North Tammymouth,1
New Vickieshire,1
Port Mitchell,0
Jordanfurt,0
Morganhaven,1
Coreyburgh,1
Lindabury,1
Lake Jessicashire,1
Port Erikachester,0
South Andrea,0
Grimesshire,0
Pereztown,1
West Robertburgh,0
West Shane,1
South Coryport,1
West Johnburgh,1
Sarahport,0
South Alantown,1
Erikabury,0
Lake Peterfort,1
North Jasonport,1
New Jack,0
Powersshire,0
Hatfieldstad,1
New Andrewfort,1
West Samueltown,0
East Tristan,1
South Robert,0
North Richard,1
Annburgh,0
North Sonyaside,0
Lake Theresafurt,0
South Michaeltown,1
Salinasmouth,0
West Duaneport,0
Phillipsburgh,0
Glenfort,0
Lowerychester,0
Fritzstad,0
Castromouth,1
Jordanberg,1
New Toddfurt,0
Freemanview,0
Matthewschester,0
Chandlerhaven,1
Mckinneyberg,1
Cunninghamton,0
Victoriaside,1
Pennybury,1
South Karenland,0
Lake Phillip,0
Amyport,0
Pricefort,0
Port Jamie,1
Danielleborough,0
South Robin,0
East Brandi,0
Danielsfurt,0
Lewisbury,1
Bryanton,1
Fordberg,1
Beniteztown,0
Martinville,1
Newmanmouth,0
East Aaronburgh,1
Johnstontown,1
East Jeffreytown,1
Arnoldton,0
Kevinfort,0
East Richardbury,1
East Jenniferborough,1
Lake Richardchester,1
Porterland,1
Lake Melissabury,0
East Stephaniehaven,1
East Wanda,0
South Stephanieton,1
Port Jonathanview,0
East Taraburgh,0
Reeseside,0
West Elizabethfort,0
Shanefurt,1
Port Royview,1
North Amyfurt,0
New Jessicashire,1
East Gregoryfort,1
Codyshire,0
Spearsborough,1
Lake Stephenhaven,0
Haleyberg,1
Lake Cassidy,1
Hillberg,1
North Stephanietown,0
Guerreromouth,1
Larsenburgh,0
Barkerstad,1
Port Pattyport,0
New Natalie,1
Port Micheal,0
East Sheilatown,0
Parkerbury,0
South Susanmouth,0
Annaside,0
West Emilyshire,0
South Donaldport,1
Blackwellton,1
Hamiltonmouth,1
New Roy,0
Stricklandtown,1
Philliptown,0
Carpenterstad,0
Port Melanie,0
Ramostown,1
East Rodneyview,0
East Justin,0
Goldenstad,0
Sanchezland,1
Nicholasfurt,0
Grahamfort,1
Keithland,1
Laurieport,1
Katherineberg,1
New Wendyberg,1
South Clarence,1
New Erichaven,1
Vanessaport,1
Knightchester,1
Tuckertown,0
North Autumnfort,1
Lake Valerie,0
Aprilton,0
Shortborough,0
East Sarahmouth,1
Fowlershire,0
Rosebury,0
Shaunview,1
South Dustinland,1
Jacksonstad,1
North Brady,1
West Timothyfurt,0
Brookston,0
Port Christie,0
Brennanburgh,1
Robinsonhaven,1
North Samuelfurt,1
Port Katherineland,1
North Philip,0
Colonburgh,1
Jeffreyberg,0
Brownchester,1
Bakerstad,0
Port Christopherbury,1
South Luiston,1
Port Elizabethborough,0
Kylehaven,1
Charlesberg,1
Port Abigailchester,0
Stevenstad,0
West Johnport,1
Melindaview,0
East Dennis,0
East Travisland,1
Keithstad,1
Charlesborough,0
East Jesseburgh,0
Lunahaven,1
North George,1
Raymouth,1
Scottfurt,1
North Lisabury,1
New Patriciafort,0
Fordland,1
West Nicholasfort,1
East Bradleyport,1
Wheelerfort,0
West Michaelmouth,0
Morrismouth,0
Reynoldsmouth,0
Benjaminchester,1
Snowbury,0
East Elizabethberg,0
Jimmyfort,1
East Josephstad,0
South Brittneyborough,0
North Anthonyberg,1
Codyside,1
Carneyville,1
Nicholeview,0
Shepherdton,0
Shannonberg,1
Monicafort,0
North Joshuaport,1
Daviesmouth,0
South Kennethville,0
Lake Lauraberg,1
Port Tricia,1
Reginafurt,0
Lake Janethaven,0
Cuevasfort,0
New Victoriaside,1
Englishshire,0
Lake Amberville,0
Finleyfort,1
East Paul,1
Lake Brycefort,1
Perezchester,1
New Bradley,0
Lake Carol,0
New Donnashire,0
Stevenhaven,0
Lake Brenda,0
North Erika,1
Cheryltown,1
Ericberg,1
North Felicia,1
Nealborough,1
West Crystalchester,1
Jeffmouth,1
Hamiltonfort,0
Port Carolyn,1
South Samantha,0
Port Maria,0
Muellerland,0
Lozanoshire,1
North Harry,0
New Kathleen,1
New Darrenberg,0
Lake Marybury,1
Port Clayton,0
South Maryview,1
East Michaelville,0
New Jayborough,0
Jackiemouth,1
Huntport,0
West Geoffrey,1
Port Oscarland,0
East Christopherville,0
North Lindsaystad,0
Lopezborough,0
Port Tracystad,0
Lake Kendraport,0
Campbellfort,0
South Sierraland,0
Lake Autumn,1
New Kaitlynberg,0
Angelafort,1
North Casey,1
Port Kevinhaven,0
East Emilyhaven,0
New Jose,1
Port Earl,1
Dickersonburgh,0
East Ianfort,0
East Pamelamouth,1
Travisside,0
Ashleyfurt,0
Terrelltown,1
Leeton,1
Lake Paulchester,0
Danielsmouth,0
Mileston,0
South Austinton,0
East Jenniferburgh,0
Andrewfurt,0
North Jamieton,1
Victorhaven,1
Port Susanport,0
Reyesbury,1
South Justinhaven,0
Lake Mikeland,0
Franciscoland,0
Evansbury,0
Vickiland,1
East Stevenport,1
Atkinsborough,0
Cruzbury,0
Annebury,1
East Cameronbury,1
West Pamelatown,0
South Eduardo,1
West Ellenberg,0
West Gregoryport,1
West Matthewport,1
Seanfort,1
Petersenland,0
Montesmouth,0
West Jamieville,1
Reneeburgh,0
New Stephenberg,0
Derekborough,1
Donnaville,1
Heatherhaven,0
South Brandonmouth,0
East Johnland,1
New Jennashire,0
Watsonhaven,0
Kentfurt,1
New Dustinview,0
Pattersonmouth,0
Lake Barbaraside,0
Davisborough,0
Lake Manuel,0
East Vanessaville,0
South Tina,0
Portershire,0
Frazierborough,0
North Brianchester,1
West Lisaville,0
Gregorybury,1
Boydfurt,0
Mccartymouth,0
New Elizabethtown,0
South Jerry,1
North Stacyland,1
Harrystad,0
Lake Arianaland,0
South Annmouth,0
North Catherinechester,1
North Terrihaven,0
Josephton,1
Danaside,0
Rothshire,1
Blackburnside,1
Jillville,0
Tinaton,1
Ramirezbury,0
Lake Morganhaven,1
Millerport,1
North Chelseyland,1
West Susanhaven,1
West Jeffreymouth,1
Spencechester,1
South Bridgetview,1
Paultown,1
West Paultown,0
East Victoriahaven,0
Schultzville,1
Rodriguezton,1
Cruzshire,1
Theresatown,0
Tammiechester,0
Ryanfort,0
East Craigport,1
North Emilytown,1
Alvarezberg,1
Barnesside,1
South Joshuashire,0
Osbornestad,0
Wrightchester,1
Port Sethhaven,1
Joelburgh,1
East Shirleyfort,0
Kennedyfurt,1
Port Sergiohaven,0
Linhaven,0
Harringtonburgh,1
Martinezhaven,0
Kevinside,0
New Jimmy,1
Alexandriaberg,0
North Adrianview,0
Meghanbury,1
Beckerberg,0
South Kellyfurt,0
West Lucasshire,1
Vincentshire,0
Espinozaview,0
Rothside,0
West Dylanfurt,0
Lake Shawnamouth,1
West Allisonside,0
Port Markstad,1
East Alyssa,1
Woodwardtown,0
Oconnorside,1
Port Kellyland,1
North Kevinfurt,1
Lake Ariana,1
Josephberg,1
Port Noah,0
Boydstad,1
Port Emma,1
West Guystad,0
West Brittanyshire,1
East Matthewborough,0
New Laurenstad,0
Whitneyville,1
Lake Cindyton,0
Garretttown,1
Port Rodneyfort,0
North Melissaville,0
South Nicolas,0
South Phillipmouth,0
Holdermouth,1
Michellechester,0
Gordonton,1
North Ianshire,0
Brittneyfort,1
North Janetton,1
Port Colleen,0
Clarkchester,0
Cowanmouth,0
Mariemouth,1
Brianburgh,1
West Angelaburgh,1
East Kathrynburgh,0
Bryantview,1
Jessemouth,1
East Stephaniemouth,1
Breannaside,1
Port Cynthiaport,1
New Maryland,1
Jasonchester,0
Hunterberg,1
West Joseborough,1
Kimbury,0
Lake Lindseyview,0
East Andrewstad,0
East Amyfurt,1
South Dylan,0
Victoriaburgh,1
Barreraport,0
Wheelerfurt,0
North Melissachester,0
West Baileyfort,1
East Catherinetown,0
Browningberg,0
Shahville,0
Lake Moniqueland,1
East Nancy,1
Phillipsfurt,0
Joannaburgh,1
Hernandezchester,1
East Jessicamouth,1
Kimville,1
South Bryanfort,1
Sabrinafort,0
North Tiffanyfort,0
Jenniferbury,0
Carsonland,0
North Danielshire,0
South Kristinside,0
Boothton,1
New Ginaview,1
Carterville,0
North Leslie,0
West Miguelfort,1
Hayesfort,1
Mitchellstad,1
Jakeland,1
Kevinland,0
Kayleefort,0
Jillmouth,0
New Connieton,1
Landrychester,0
New Frank,0
Kimberlytown,1
Brownton,1
Sotofurt,1
Jonathanville,1
Brookeburgh,0
Solishaven,0
Adamshire,0
Valerieton,1
New Brandonville,0
Sullivanport,0
Port Rebeccaside,0
Nelsonstad,0
Michelleview,1
West Adriana,1
North Brianaville,0
New Kristenport,1
Port Staceyfort,0
West Robertberg,0
Lake Jameshaven,1
Parrishfort,1
South Kaylaport,0
Hobbsbury,0
Port Donald,0
Lake Nicolehaven,0
South Cassidymouth,0
West Daniel,1
Jesusshire,1
East Williamport,1
North Karenberg,0
Gordonland,1
Laraport,1
New Scott,0
Port Tomstad,0
Marieland,1
Tommyberg,1
Port Rogerfurt,0
East Joel,0
East Nancyside,0
Port Edwardfurt,0
Port Crystalborough,0
Bonnieberg,1
West Brooketown,1
Bondshire,1
North Willie,0
Port Michellefort,1
New Shelbybury,0
Morrisonland,1
Mandybury,0
East Courtneyburgh,0
Amberville,1
Solisfort,0
North Davidville,1
Port Destinyfurt,1
East Mackenzie,1
Port Jacobberg,0
Benitezberg,1
Courtneybury,1
New Scottfort,0
East Colleenton,0
Caitlinville,1
Zacharybury,0
New Kennethville,0
West Stacey,1
Angelicaburgh,0
West Ronaldport,0
Erikmouth,1
Hobbsview,0
Ryanland,1
Robertchester,1
Port Melanieport,0
East Gwendolynshire,0
Garyview,0
West Crystalville,1
Port Kendra,0
Jessicaburgh,1
East Randyborough,0
Ruthborough,0
Howardton,1
Alexport,1
South Jorge,0
West Meghan,1
East Ericaport,1
Garytown,1
Donnaside,1
West Lorrainehaven,0
Laurenfurt,1
Port Susanberg,1
Tapiafurt,0
Sharpchester,1
New Logan,1
Port Jenniferville,1
North Shannonton,0
Brooksside,1
Smithstad,1
South Jamesburgh,0
Port Stephaniechester,0
Boydmouth,1
Abigailborough,1
South Patrick,1
North Keithport,0
Kimberlyville,0
West Coltonton,0
West Bethany,1
Greenport,0
East Angelatown,0
South Jared,1
East Michaelhaven,0
Lake John,1
Paulmouth,1
Mitchellfort,1
Fieldsmouth,1
East Leeland,0
Blackwellside,1
Lake Herbert,1
Duffymouth,1
Mariefurt,0
Riversfort,1
Kennethtown,1
West Loganchester,0
North Randy,0
Port Brad,1
Mariafort,1
Pooleside,1
East Christinaland,1
West Katherine,1
Porterfort,1
Herringport,0
East Guy,1
New Rebeccaport,0
Derrickhaven,1
Lake Tyler,0
Hoganmouth,0
Boyerton,0
Lindsayside,0
Grayborough,0
Millsland,1
Margaretside,1
South Brookeland,0
Port Alexandra,0
New Timothyhaven,1
West Peterhaven,1
Gomezview,0
East Kimberlyton,1
North Margaret,1
Christineport,0
Lindaland,1
Woodberg,0
Williamsonhaven,0
Yuville,0
Brownland,0
Obrienhaven,0
South Erikaland,1
Lake Joanna,1
Jesusstad,1
Port Christopherhaven,0
West Jamesbury,0
New Gregoryville,1
North Nancyborough,0
West Theresa,1
North Tracyland,0
Petershire,1
Lake Troy,0
Robinburgh,1
Allisontown,1
Millsview,0
South Theresachester,1
Port Robertside,0
Georgeland,0
West Cherylburgh,1
South Kimburgh,0
West Heatherhaven,1
Greenberg,0
New Johnny,1
New Melinda,0
West Shawnfort,0
East Ernest,1
North Ashleystad,0
Lake Kelsey,1
West Jerry,0
Tranburgh,0
Rachelland,1
West Melissaburgh,0
Port Kristie,0
Simpsonshire,0
West Andreaborough,0
Harrisonfurt,0
Lake Marvinhaven,0
Jeremiahburgh,0
Jennifertown,0
Roberttown,1
Morrisville,1
West Lorihaven,1
Pamelaport,0
Lake Christinebury,0
East Robertmouth,1
Katherinehaven,1
New Jimmymouth,1
Haydenville,0
Aaronchester,0
South Kellyport,1
West Yvette,0
Lake Wayne,0
Chapmanton,1
New Robertburgh,1
Shawnshire,1
Bobbyfurt,1
North Philipbury,0
Garyberg,0
South Victorland,0
Stevenland,1
Fitzgeraldland,1
Anafort,1
Barnesland,0
North Nancyview,1
Sergioville,1
West Scotthaven,1
West Nicholasstad,1
Pattersonview,0
East Annfort,1
Murillofurt,1
North Rita,1
Port Benjaminburgh,1
West Taraton,0
North Erica,0
North Frederickstad,0
South Ericbury,0
West Justinside,0
Marshallshire,0
Tiffanyhaven,1
West Rickhaven,1
North Maria,0
West Andreahaven,0
South Luketown,0
Port Cody,0
New Mistytown,0
North Kevinton,0
Ariasside,0
Robersonborough,1
Riverastad,0
Stevensville,0
Lake Noah,0
Harristown,1
Lake Jeffreyview,1
South Kelseystad,0
Lake Edwardfort,0
Jackberg,1
Mcleanport,0
Port Teresa,0
Wilsonhaven,1
Bethchester,1
West Tracyport,0
Gallegosland,1
South Michaelchester,1
East Kimberlyberg,1
Lake Linda,1
Port Glenn,1
Michelleton,0
Adamland,1
East Nicholasmouth,1
Port Julieton,1
South Antoniomouth,0
Sheilashire,0
New Zacharyberg,1
Lake Brianaberg,1
Jacobport,0
Griffinmouth,1
Vasquezburgh,1
Port Donnabury,0
Kathleenberg,0
Cruzberg,1
West Shellyville,1
Christinachester,1
North Jamestown,1
Davenportborough,0
West Anthonystad,1
North Antoniofort,0
North Joshuastad,0
Robinfurt,0
Port Benjaminfort,1
Nancyfurt,0
New Matthewview,0
Hicksville,0
Port Tinashire,1
Francotown,0
Heiditown,1
Annettemouth,1
Lake Kathleen,1
Jeffstad,1
Martinberg,0
Port Mariatown,0
Frankstad,0
Alexanderburgh,0
West Anneview,0
East Troyland,1
New Kennethborough,0
Lake Laurenmouth,0
North Christopherside,0
Port Jamestown,0
East Dalefort,0
Elizabethbury,1
South Christineport,0
Barbaraton,0
Port Sarahbury,1
Brooksville,1
Port Edward,0
West Jenniferfurt,1
New Marcstad,0
South Marissa,1
North Jennifershire,1
Zacharychester,1
Lake Tabithafurt,0
Loweryville,1
Port Justinberg,1
North Marcushaven,1
East Ruth,1
Laurenmouth,0
New Bradport,1
East Derrickfurt,0
Simstown,0
Margaretfort,1
Hendersonfort,1
North Elaine,1
Derekstad,0
Jacobhaven,1
North Tanyamouth,1
West Aprilburgh,0
New Cherylmouth,1
Traceyhaven,0
East Kevinstad,0
North Margarettown,0
Nortonville,1
Port Denisebury,0
Christineberg,1
Byrdmouth,0
Floresmouth,0
North Cindyberg,1
Parsonsland,0
Ericfurt,0
West Shellyhaven,0
Matthewville,1
New Catherine,0
North Matthewfurt,1
Mcneiltown,1
Charlesbury,1
Riveratown,1
East Karenchester,1
Barronberg,0
North Jonathanfort,0
Erikview,1
New Aprilstad,1
East Nicolechester,0
North Juan,0
Burnsland,1
Laneborough,0
Port Lacey,1
Howellside,0
Lake Walterport,1
Blanchardside,1
Jamesshire,0
New Ellen,1
Cassandratown,0
South Clintontown,0
Halefurt,1
Lake Charlesville,1
Lake Brittanyside,1
Seanborough,1
Albertview,1
Mirandatown,0
Riosburgh,0
Savannahland,0
Carlaberg,1
Peterside,1
Ryanburgh,0
Greenville,1
New Vincentborough,1
Shelleyland,1
New Charlesburgh,0
New Alexanderbury,1
West Tinaburgh,1
Katherineton,1
East Hannah,1
Sonyaborough,0
South Stevenland,1
Heatherfort,1
South Makaylatown,1
Hawkinsville,0
Jessehaven,1
South Andrewview,0
West Jasonborough,1
Hornview,0
South Shannon,0
Patriciaville,1
Gutierrezbury,0
South Hannah,0
West Davidland,1
Greeneberg,0
Huangport,0
East Tina,1
Lake Robinshire,0
East Davidfort,1
Maxwellland,1
Briannaside,1
Stewartfurt,1
Andrewside,1
East Elizabethville,0
Bowershaven,1
Christopherville,1
Williamsview,1
Hamptonberg,1
Lake Abigailberg,0
Goodmanland,1
Stephanieburgh,1
West Meganfurt,1
Warrenburgh,0
Lake Miafurt,0
West Elijah,0
West Williamborough,0
New Samanthafurt,0
Lake Tiffanyton,1
Youngport,0
Nataliemouth,1
East Kimberlyville,1
West Brianton,1
New Kevinport,0
Owenton,1
South Cheryl,1
West Christopherfort,1
South Kaylee,1
Lake Samanthaside,1
Deborahmouth,1
Port Markberg,1
Francisborough,0
Snowport,1
Port Debraland,0
Dominguezfurt,1
Ronaldton,1
Meganborough,0
West Kyleton,1
Zunigaville,1
West Zoe,1
Gomezton,0
Carolynmouth,0
Bensonview,0
New Calvinmouth,1
Simmonsburgh,0
West Michellefurt,1
Jasonfurt,0
South Meredith,0
Mcguirechester,0
West Jamesburgh,0
Courtneyland,1
Port April,1
Montgomeryton,0
North Elainechester,0
West Cassie,0
North Elizabethton,0
Popeside,0
North Meagan,1
Lyonsport,0
Nelsonville,1
Port Devin,0
South Dianaberg,1
Woodardtown,1
Lake Melvin,0
South Justinside,1
Mcmahonstad,1
Prestonfurt,0
West Francisco,0
Walshmouth,0
Lake Danaview,1
Montoyabury,1
Lawrencetown,0
Katherineville,1
East Loganburgh,0
New Kennethside,1
New Christopherstad,1
Woodsstad,1
Mitchellshire,0
North Kevinhaven,0
Jacobsfort,1
North Jacobview,0
Hinesland,1
Lozanomouth,1
Weeksmouth,0
New Michele,0
Suzanneside,1
West Marytown,1
Hobbsland,1
Bakerberg,0
New Amymouth,0
Ortiztown,1
Bridgetfurt,0
South Nicoleville,1
Anneborough,1
West Douglasbury,0
East Julianville,1
South Tamarachester,0
Carolynville,0
Port Ericview,1
Samuelside,1
East Kevinfort,1
North Michellestad,0
North Carlosshire,1
North Brad,0
Marissaport,0
Port Cory,1
Martinezbury,1
Port Kathleenside,0
New Davidland,0
Matthewsfurt,0
Mannville,0
Smithborough,1
Reynoldston,1
Port Davidberg,0
Port Micheleburgh,1
Hoburgh,1
Normamouth,0
Garrettport,0
New Shawnchester,0
North Raymondland,1
Port Michaelberg,0
Gonzaleshaven,0
Lake Christopherbury,0
Jaredville,0
Lake Bryan,0
Shellyburgh,0
Josephstad,1
West Diana,1
Hornemouth,1
West Michellebury,0
North Ambertown,1
Haleland,0
South Meagan,1
South Kristaberg,1
Jasonburgh,1
South Cynthiaport,0
Kristenville,1
Sarahview,1
Mikaylafurt,0
Jennaberg,1
Aaronview,0
Lake Marcmouth,0
Port Dominicview,1
East Danielleburgh,1
Emilyfort,0
Jaimehaven,0
New Jenniferview,1
South Cassandra,1
West Jimmy,1
Lake Tiffanyport,0
Jeremiahborough,0
Elizabethton,1
Lindafort,0
Lake Kevinhaven,1
Lake Randy,1
East Michaelland,1
Harrellmouth,1
Dianaborough,1
Mcclainborough,1
South Heather,1
Hudsonton,1
West Ryanhaven,1
East Jeffreyview,0
Jenningsview,1
Lauraville,1
Haasfort,1
Port Ivan,0
Port Petermouth,1
Morsefurt,1
Bergville,0
Curtisville,0
West Charleshaven,0
Port Tinahaven,1
Kristenhaven,0
Jeremyside,1
Christinefurt,0
North Emilyland,1
Levineport,0
Owensbury,1
North Amberstad,1
South Tiffany,0
Lake Kristyport,0
Ronaldtown,1
Nelsonbury,1
Williamsborough,1
Lake Raymondburgh,0
South Tyler,0
Alisonport,0
East Michelletown,0
Amyville,1
Lake Courtneyburgh,1
Woodview,0
Robertostad,1
North Whitney,0
East Brittanyfurt,1
North Rubenbury,1
Lake Johnton,0
North Andrewshire,1
West Granttown,1
New Emilychester,1
Hernandezfort,0
Lake Victorbury,0
Nolanbury,1
North Candice,1
Benjaminshire,0
Burkeland,0
Bradleyland,1
East Roberthaven,1
East Daniel,0
East Janet,0
North Dianeberg,1
Lewisfort,0
North Adrian,0
Parrishmouth,0
Cheyenneberg,1
Bethanyburgh,1
Adamsburgh,0
South Laurentown,0
Robinborough,0
North Dianestad,1
Teresamouth,1
Sotobury,0
Anthonyberg,0
Bradleyville,1
Shieldsport,1
Patelside,1
Donnabury,0
South Andrewborough,0
Port Ashleyview,0
North Jamesberg,1
Phamville,0
New Cindy,0
Lawrencestad,0
West Kennethside,1
New Crystal,0
Powersburgh,0
East Leahland,1
Huntstad,1
West Jamesside,1
West Jerryside,0
Nicholsonview,1
Jeffreyside,0
Port Javiermouth,0
Solischester,0
Lake Aaronhaven,0
New Shawn,1
Port Stephenton,1
Sandrabury,1
Flemingview,1
South Robinberg,0
Tabithafort,1
Clayfort,1
Cheyennechester,0
Rodgerston,0
Johnstonberg,0
Lake Monicafurt,1
Lake Jonathanfurt,0
East Kathrynton,0
East Michelleside,1
Port Julie,1
Cortezview,1
Travismouth,0
Shawstad,1
New Stevenside,0
Kelliburgh,0
Port Michaelchester,0
Howellville,0
New Curtis,1
North Markshire,0
South Wesleybury,0
Timothybury,0
Tracyville,1
North Kaylaborough,0
Dodsonhaven,0
Blankenshipberg,1
West Monicaside,1
West Toddtown,1
Port Tiffanymouth,1
West Billy,0
Lake Kaylee,1
Port Nicoleview,0
Owenfort,1
Rivasfort,1
Rogershaven,1
Maureenstad,0
Donnaberg,0
Amyburgh,1
Ryanview,1
Brendaville,0
East Kyleshire,1
West Sergioside,0
New Michaelborough,1
Richmondfort,1
Trevinoland,1
East Angelica,0
South Christinabury,0
Collinville,1
South Jasmine,0
South Brandonton,0
Lake Alexandra,1
Lake Kayla,1
New Cassandra,0
South Deniseland,1
Lake Chrisshire,0
East Dianaburgh,0
Butlerbury,1
Haleyton,0
Charlesside,1
Andersonville,0
Jeffreyburgh,1
Ferrellfurt,0
Jenkinsside,1
New Ivan,1
Oliviafort,0
West Robertmouth,0
Daniellebury,0
Cherylview,1
Lake Lisastad,0
Lake Chaseborough,1
Lynchshire,1
New Reginald,0
Batesburgh,1
Frederickmouth,1
Port Bradburgh,0
New Thomasburgh,1
Wattsburgh,1
East Donaldton,1
Salasfurt,0
Lake Ianfort,0
Rogerstad,1
New Carlosville,1
North Briantown,1
Toddhaven,1
Walkerport,0
Navarromouth,0
North Jimmyview,1
North Kristenhaven,1
Lake Joyce,1
North Rachelmouth,1
New Aaronview,0
Woodside,0
East Karenstad,0
Gibbsfort,1
Cunninghamfort,0
West Erinview,0
South Pamela,0
Harrisland,1
Parkerchester,1
North Cindyview,0
Seanland,1
West Cynthiafort,0
Lynnberg,1
New Kimberlytown,1
Nguyenfort,0
Birdton,0
Teresahaven,1
Armstrongtown,0
East Jody,0
Lake Ryanchester,1
South Patricia,0
Alanview,0
Lake Caseyside,0
Landryfort,0
North Madison,0
Ricardohaven,0
Jennyton,0
Melissaberg,0
Bradyville,1
Lorishire,1
Wilkersontown,0
New Lindsayside,1
West Paulburgh,0
Lake Nicholas,1
Port Alexhaven,1
Ronaldberg,1
New Marcusview,1
New Jonathonland,0
Lopezberg,1
Nathanielton,1
New Summer,1
Lake Sueville,1
Port Heatherborough,0
New Patrickfort,0
New Sabrinaside,1
Cherylton,0
Lake Austinville,1
East Shannonland,0
Suttonchester,1
Coxtown,1
New Bianca,1
Justinside,0
Stacyview,1
Olsonshire,0
Thompsonshire,0
Russellberg,0
East Mackenziefurt,1
Steventon,0
Petersmouth,0
Port Thomastown,1
Lake Amandashire,1
South Crystalton,0
East Brandonstad,0
Gillespieborough,1
North Zacharymouth,0
Port Duaneland,1
New Seth,1
South Jordan,0
Bensonland,0
East Christine,1
Daleville,0
Phelpsstad,0
Stevenborough,1
Port Karlatown,0
West Calvin,0
West Cheyenne,1
Lake Aprilborough,0
South Tristan,1
South Austin,0
Jackburgh,0
South Melindachester,0
Carrollborough,0
Stephenborough,1
New Greggburgh,0
Wellsside,0
Lake Lauraborough,0
Sierraborough,0
Port Joshuaburgh,0
Fuentesstad,1
New Nancychester,1
Sandovalbury,1
Lake Andrewtown,1
East Kellychester,1
Kimberlyton,1
Terryberg,0
South Kelseybury,0
South Karenville,0
Hollowayfurt,0
Lake Ryanview,0
Arnoldmouth,0
Breannaport,0
Fitzgeraldhaven,0
Port Wesley,1
East Markmouth,1
Port Annberg,1
Tamaraside,1
Lindseyfort,0
Jasonview,1
Castroview,1
East Chris,0
West Devin,1
Valenciaborough,1
South Tracy,1
West Debra,0
Washingtonbury,1
North Shelby,0
Laurenland,0
Jimenezport,1
Ramireztown,1
Aprilfort,1
North Susanfort,0
Rosemouth,1
Doylechester,0
Connieton,1
West Alexander,0
Edwardsland,0
Frybury,0
South Ian,0
Darrylstad,1
South Lindsay,1
Mcleanmouth,1
Wallton,0
Kempmouth,0
East Sylviaborough,0
Webbchester,0
West Sheenamouth,1
North Tyler,1
Ariasburgh,0
Wilsonborough,1
Reginaville,1
East Thomastown,1
Lake Sara,0
North Brett,1
New Christineshire,1
Lake Saramouth,1
South Sarahhaven,0
North Carlburgh,1
New Brittneyton,1
Mclaughlintown,1
South Heatherborough,0
New Terriburgh,0
New Ashleyfort,0
Burkefurt,0
North Franciscoside,0
Jillfurt,0
Goodwinton,1
Port Audrey,0
West Ryanstad,0
Lindseyhaven,1
Alyssachester,1
New Michelleport,1
West Nicolas,1
Maciasside,0
Bryantmouth,1
East Sandrastad,0
Rayland,1
Lake Arthur,1
Lake Johnmouth,1
North Jeanhaven,1
Guymouth,0
Christinaville,0
Davisbury,1
North Deannaport,1
Lake Julieborough,0
North Joannaberg,0
Christystad,0
North Alexis,1
East Dillon,0
Paulborough,0
New Ashleybury,0
North Brent,0
East Nathanside,1
Lauratown,1
Suttonburgh,1
